"input_text","_source","gold","text"
"The patterns thus derived confirm that while native losses are likely significant across at least half of Earth s ice-free land , model predictions indicate that @QUALITY$ has increased overall in most regional @ENVIRONMENT$ , mostly because species invasions tend to exceed native losses .","entity_pair","HAVE","depth ( lower boundary ) of soil horizon @QUALITY$ ( csa ) , Mass % csa Wikipedia on @ENVIRONMENT$ classification : Engineers , typically geotechnical engineers , classify soils according to their engineering properties as they relate to use for foundation support or building material ."
"The patterns thus derived confirm that while native losses are likely significant across at least half of Earth s ice-free land , model predictions indicate that @QUALITY$ has increased overall in most regional @ENVIRONMENT$ , mostly because species invasions tend to exceed native losses .","entity_pair","INFLUENCE","The MAR , 3,704,404 km2 in area , accounts for 44.7 % lower bathyal habitat ( 800Ã¢â¬â3500 m depth ) in the North Atlantic and is dominated by fine soft sediment substrate ( 95 % of @QUALITY$ ) on a series of flat terraces with intervening slopes either side of the ridge axis contributing to @ENVIRONMENT$ heterogeneity ."
"The patterns thus derived confirm that while native losses are likely significant across at least half of Earth s ice-free land , model predictions indicate that @QUALITY$ has increased overall in most regional @ENVIRONMENT$ , mostly because species invasions tend to exceed native losses .","entity_pair","NA","Causes , consequences , and perspectives in the variations of intestinal @QUALITY$ of colonization of multidrug-resistant enterobacteria The intestinal microbiota is a complex @ENVIRONMENT$ that hosts 1013 to 1014 bacteria ."
"The patterns thus derived confirm that while native losses are likely significant across at least half of Earth s ice-free land , model predictions indicate that @QUALITY$ has increased overall in most regional @ENVIRONMENT$ , mostly because species invasions tend to exceed native losses .","entity_pair","NA","Given limitations in using organ-level traits to predict ecological performance of species , recent advances using tolerances of low resource availability as plant functional @QUALITY$ are revealing the often hidden roles these factors have in structuring @ENVIRONMENT$ and are becoming central to classifying plants ecologically ."
"The patterns thus derived confirm that while native losses are likely significant across at least half of Earth s ice-free land , model predictions indicate that @QUALITY$ has increased overall in most regional @ENVIRONMENT$ , mostly because species invasions tend to exceed native losses .","entity_pair","NA","The main factors driving climate change vulnerability were low genetic variation , dependence on a particular disturbance regime and reliance on a particular @QUALITY$ regime or @ENVIRONMENT$ ."
"2015 : Trade-offs between physical and chemical carbon-based leaf defence : Of intraspecific variation and trait evolution ( Journal of Ecology ) /datasets/490 ASCII 1 column , Scientific plant species name ( @ORGANISM$ ) , Species The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .","entity_pair","OCCUR_IN","@ORGANISM$ pollination and self-incompatibility in edible and/or medicinal crops in @LOCATION$ , a global hotspot of biodiversity ."
"2015 : Trade-offs between physical and chemical carbon-based leaf defence : Of intraspecific variation and trait evolution ( Journal of Ecology ) /datasets/490 ASCII 1 column , Scientific plant species name ( @ORGANISM$ ) , Species The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .","entity_pair","HAVE","Species name ; Datagroup description : Scientific plant species name ; Source : @ORGANISM$ of @LOCATION$ ; Datagroup description : Scientific plant species name Date time information ( Year_Collected ) , Year_Collected Date time information , given as year or as date or as date time ."
"2015 : Trade-offs between physical and chemical carbon-based leaf defence : Of intraspecific variation and trait evolution ( Journal of Ecology ) /datasets/490 ASCII 1 column , Scientific plant species name ( @ORGANISM$ ) , Species The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .","entity_pair","NA","( species : @ORGANISM$ ) The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) ."
"2015 : Trade-offs between physical and chemical carbon-based leaf defence : Of intraspecific variation and trait evolution ( Journal of Ecology ) /datasets/490 ASCII 1 column , Scientific plant species name ( @ORGANISM$ ) , Species The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .","entity_pair","NA","Source : Last updated at : 1/6/2020 PDDL downtown_tree_inventory_2013 objectid OBJECTID number # decimal objectid tree_id TREE_ID number # decimal tree_id address ADDRESS string # string address species SPECIES string # string species com_name COM_NAME string # string com_name dbh DBH number # decimal dbh height HEIGHT number # decimal height condition CONDITION string # string condition land_type LAND_TYPE string # string land_type park_name PARK_NAME string # string park_name x X number # decimal x y Y number # decimal y data/downtown_tree_inventory_2013.csv csv downtown_tree_inventory_2013_1 the_geom the_geom string # string the_geom objectid OBJECTID integer # integer objectid tree_id TREE_ID integer # integer tree_id address ADDRESS string # string address species SPECIES string # string species com_name COM_NAME string # string com_name dbh DBH integer # integer dbh height HEIGHT integer # integer height condition CONDITION string # string condition land_type LAND_TYPE string # string land_type park_name PARK_NAME string # string park_name x X number # decimal x y Y number # decimal y data/downtown_tree_inventory_2013_1.csv csv original/Downtown_Tree_Inventory_2013.cpg original/Downtown_Tree_Inventory_2013.cpg cpg text/plain 5 original/Downtown_Tree_Inventory_2013.dbf original/Downtown_Tree_Inventory_2013.dbf dbf application/dbf 2663093 original/Downtown_Tree_Inventory_2013.prj original/Downtown_Tree_Inventory_2013.prj prj text/plain 583 original/Downtown_Tree_Inventory_2013.sbn original/Downtown_Tree_Inventory_2013.sbn sbn application/x-shapefile 70604 original/Downtown_Tree_Inventory_2013.sbx original/Downtown_Tree_Inventory_2013.sbx sbx application/x-shapefile 4380 original/Downtown_Tree_Inventory_2013.shp original/Downtown_Tree_Inventory_2013.shp shp application/x-shapefile 204360 original/Downtown_Tree_Inventory_2013.shp.xml original/Downtown_Tree_Inventory_2013.shp.xml xml application/xml 107387 original/Downtown_Tree_Inventory_2013.shx original/Downtown_Tree_Inventory_2013.shx shx application/x-shapefile 58460 original/downtown-tree-inventory-2013-1.csv original/downtown-tree-inventory-2013-1.csv csv text/csv 1137225 original/downtown-tree-inventory-2013-2-2.xml original/downtown-tree-inventory-2013-2-2.xml xml application/xml 6061558 downtown @ORGANISM$ inventory central business district cbd arborist urban forest @LOCATION$ and maps"
"2015 : Trade-offs between physical and chemical carbon-based leaf defence : Of intraspecific variation and trait evolution ( Journal of Ecology ) /datasets/490 ASCII 1 column , Scientific plant species name ( @ORGANISM$ ) , Species The scientific species fullnames are based on the `` Flora of @LOCATION$ China identified by Teng Fang and verified by Helge Bruelheide ( trees ) and Alexandra Erfmeier ( herbs ) .","entity_pair","NA","Other uncommon sarma preparations were based on lightly toxic taxa , such as potato leaves in NE Albania , leaves of Arum , Convolvulus , and Smilax @ORGANISM$ in Turkey , of Phytolacca americana in Macedonia , and of Tussilago farfara in diverse @LOCATION$ ."
